00.01,5.32
10.01,5.23
20.01,5.42
30.01,5.34
40.02,5.16
50.01,4.91
60.02,4.82
70.01,5.29
80.01,5.66
90.01,5.14
100.01,5.95
110.01,5.52
120.02,4.89
130.01,5.41
140.01,5.21
150.01,5.46
160.01,5.60
170.01,5.79
180.01,5.30
190.02,5.09
200.01,5.59
210.01,5.15
220.01,5.55
230.01,5.12
240.01,5.58
250.01,5.30
260.01,5.14
270.01,5.39
280.01,5.50
290.01,5.21
300.01,5.86
310.01,5.73
320.01,5.93
330.01,5.92
340.01,6.12
350.01,5.68
360.01,5.63
370.01,5.51
380.01,5.92
390.01,5.41
400.01,5.22
410.01,5.63
420.00,5.96
430.01,6.12
440.01,6.07
450.01,6.03
460.01,5.90
470.01,5.89
480.01,6.17
490.02,5.42
500.01,5.67
510.01,5.64
520.01,5.19
530.01,5.74
540.01,5.93
550.00,6.28
560.02,6.26
570.01,6.30
580.01,5.96
590.01,5.67
600.00,5.95
610.01,5.91
620.01,6.42
630.01,6.29
640.01,5.81
650.01,5.57
660.01,5.57
670.01,5.73
680.01,5.93
690.01,5.70
700.01,5.71
710.01,5.72
720.01,5.97
730.01,5.75
740.01,5.53
750.01,5.68
760.01,5.33
770.01,5.64
780.01,6.28
790.00,6.27
800.01,5.80
810.01,5.80
820.00,6.00
830.01,5.91
840.01,5.83
850.00,6.42
860.01,6.17
870.01,6.13
880.01,6.01
890.01,6.23
900.01,5.88
910.00,6.19
920.01,6.20
930.01,6.33
940.01,6.14
950.00,6.48
960.01,6.07
970.01,6.29
980.01,5.95
990.01,6.04
1000.01,5.99
1010.00,5.85
1020.01,5.80
1030.01,6.20
1040.01,5.60
1050.01,5.92
1060.01,6.13
1070.01,6.19
1080.01,6.18
1090.01,6.40
1100.00,6.20
1110.01,5.99
1120.00,6.71
1130.01,6.61
1140.01,6.34
1150.01,6.75
1160.01,6.18
1170.00,6.26
1180.00,6.03
1190.01,6.01
1200.01,6.43
1210.01,5.84
1220.01,5.79
1230.01,5.80
1240.00,6.20
1250.01,5.66
1260.01,6.12
1270.01,5.99
1280.01,6.06
1290.01,6.58
1300.01,6.55
1310.01,6.20
1320.01,6.52
1330.01,6.79
1340.01,6.42
1350.01,6.42
1360.01,6.12
1370.01,6.63
1380.01,6.52
1390.00,6.33
1400.01,6.70
1410.01,6.71
1420.02,6.69
1430.01,5.99
1440.01,6.11
1450.01,6.55
1460.01,5.96
1470.01,6.21
1480.02,5.49
1490.01,6.15
1500.01,6.24
1510.01,6.49
1520.00,6.41
1530.01,5.77
1540.01,6.39
1550.00,6.09
1560.01,5.97
1570.01,6.35
1580.00,6.96
1590.01,6.78
1600.01,6.05
1610.01,6.15
1620.00,6.90
1630.00,6.42
1640.00,6.25
1650.00,6.42
1660.00,6.48
1670.01,6.37
1680.01,5.83
1690.01,6.14
1700.01,6.02
1710.01,6.27
1720.00,6.38
1730.01,6.17
1740.01,6.15
1750.00,7.00
