91,0.04,5.49 
92,0.11,3.92 
93,0.11,3.54 
94,0.10,3.89 
95,0.14,3.86 
96,0.12,4.11 
97,0.10,4.16 
98,0.16,5.12 
99,0.16,2.82 
100,0.12,5.11 
101,0.13,4.99 
102,0.09,5.64 
103,0.12,4.22 
104,0.18,4.82 
105,0.14,2.87 
106,0.09,5.52 
107,0.11,3.54 
108,0.07,5.26 
109,0.10,4.16 
110,0.06,6.21 
111,0.06,6.42 
112,0.06,5.86 
113,0.05,7.15 
114,0.07,3.76 
115,0.06,7.64 
116,0.17,3.49 
117,0.12,6.24 
118,0.07,4.83 
119,0.13,4.28 
120,0.08,5.20 
121,0.08,5.11 
122,0.05,4.31 
123,0.12,4.68 
124,0.09,4.62 
125,0.12,3.43 
126,0.21,2.87 
127,0.14,4.74 
128,0.13,3.64 
129,0.14,3.52 
130,0.15,3.19 
131,0.09,4.59 
132,0.08,4.31 
133,0.09,4.97 
134,0.22,2.71 
135,0.10,4.97 
136,0.08,5.22 
137,0.06,4.73 
138,0.07,5.37 
139,0.07,3.72 
140,0.09,4.40 
141,0.13,3.86 
142,0.18,3.80 
143,0.15,3.70 
144,0.11,4.80 
145,0.14,4.12 
146,0.10,4.13 
147,0.12,4.63 
148,0.10,4.13 
149,0.12,5.43 
150,0.07,5.09 
151,0.15,3.75 
152,0.10,4.13 
153,0.10,5.05 
154,0.12,5.73 
155,0.08,4.37 
156,0.13,5.00 
157,0.14,4.48 
158,0.12,4.32 
159,0.14,4.93 
160,0.10,4.49 
161,0.15,3.53 
162,0.15,4.47 
163,0.18,5.40 
164,0.08,4.57 
165,0.11,4.51 
166,0.17,4.50 
167,0.12,3.92 
168,0.15,3.61 
169,0.16,3.16 
170,0.14,4.21 
171,0.31,2.06 
172,0.16,3.31 
173,0.18,3.99 
174,0.15,3.61 
175,0.17,3.82 
176,0.14,3.96 
177,0.16,2.82 
178,0.14,3.48 
179,0.15,2.67 
180,0.18,3.45 
181,0.24,2.93 
182,0.15,2.78 
183,0.22,4.35 
184,0.16,4.08 
185,0.14,3.51 
186,0.15,3.63 
187,0.18,2.85 
188,0.21,3.54 
189,0.18,3.68 
190,0.16,3.65 
191,0.28,1.81 
192,0.19,4.32 
193,0.10,3.46 
194,0.15,3.44 
195,0.12,4.20 
196,0.14,3.99 
197,0.19,2.33 
198,0.14,3.41 
199,0.18,3.42 
200,0.20,2.91 
201,0.19,3.70 
202,0.24,2.91 
203,0.15,3.53 
204,0.17,3.92 
205,0.15,3.22 
206,0.19,2.89 
207,0.21,3.28 
208,0.20,2.52 
209,0.17,3.75 
210,0.19,3.27 
211,0.22,2.78 
212,0.24,3.01 
213,0.18,3.78 
214,0.19,3.36 
215,0.19,2.70 
216,0.15,3.57 
217,0.29,1.92 
218,0.14,4.28 
219,0.22,2.53 
220,0.24,3.61 
221,0.18,2.14 
222,0.16,3.77 
223,0.22,2.05 
224,0.15,3.48 
225,0.21,3.45 
226,0.28,3.31 
227,0.14,3.97 
228,0.12,5.16 
229,0.14,4.68 
230,0.15,4.43 
231,0.17,3.34 
232,0.16,3.79 
233,0.15,3.80 
234,0.20,4.46 
235,0.27,2.39 
236,0.22,3.29 
237,0.24,2.98 
238,0.23,3.99 
239,0.12,4.64 
240,0.18,3.47 
241,0.30,1.63 
242,0.10,4.44 
243,0.11,4.20 
244,0.09,4.81 
245,0.17,3.88 
246,0.18,3.70 
247,0.15,3.67 
248,0.12,4.17 
249,0.23,2.23 
250,0.18,3.37 
251,0.17,3.04 
252,0.19,3.77 
253,0.11,3.43 
254,0.17,4.62 
255,0.12,4.20 
256,0.12,3.54 
257,0.13,2.79 
258,0.12,4.35 
259,0.11,4.54 
260,0.10,5.02 
261,0.08,4.42 
262,0.10,5.19 
263,0.16,5.26 
264,0.09,3.58 
265,0.19,4.41 
266,0.18,3.96 
267,0.19,2.38 
268,0.17,4.18 
269,0.21,2.00 
270,0.22,2.87 
271,0.18,4.40 
272,0.15,3.53 
273,0.15,6.61 
274,0.25,3.31 
275,0.12,4.73 
276,0.13,5.58 
277,0.35,1.85 
278,0.18,3.98 
279,0.18,3.06 
280,0.15,3.24 
281,0.18,3.27 
282,0.14,2.90 
283,0.20,3.81 
284,0.16,5.18 
285,0.21,2.75 
286,0.15,3.91 
287,0.13,4.91 
288,0.11,3.86 
289,0.12,4.24 
290,0.13,3.80 
291,0.16,5.32 
292,0.14,3.57 
293,0.10,4.27 
294,0.20,2.85 
295,0.13,5.22 
296,0.22,2.16 
297,0.14,3.60 
298,0.19,3.49 
299,0.16,3.88 
300,0.14,4.42 
301,0.16,2.96 
302,0.17,2.85 
303,0.13,4.36 
304,0.14,3.78 
305,0.15,4.65 
306,0.14,3.00 
307,0.14,4.35 
308,0.16,3.14 
309,0.15,4.05 
310,0.12,4.06 
311,0.16,4.61 
312,0.16,4.14 
313,0.15,4.13 
314,0.09,5.79 
315,0.27,2.73 
316,0.18,4.23 
317,0.33,1.86 
318,0.17,4.77 
319,0.11,3.96 
320,0.24,4.92 
321,0.33,1.85 
322,0.14,5.68 
323,0.30,2.11 
324,0.17,2.50 
325,0.16,2.61 
326,0.21,5.06 
327,0.17,3.12 
328,0.16,3.12 
329,0.17,3.63 
330,0.18,4.03 
331,0.13,3.21 
332,0.17,3.85 
333,0.16,3.28 
334,0.15,4.04 
335,0.20,3.62 
336,0.14,4.12 
337,0.16,3.37 
338,0.10,3.54 
339,0.16,4.55 
340,0.12,4.85 
341,0.18,3.62 
342,0.13,4.33 
343,0.15,4.50 
344,0.17,3.31 
345,0.14,3.95 
346,0.13,4.16 
347,0.34,2.08 
348,0.19,3.74 
349,0.19,4.13 
350,0.15,3.57 
351,0.22,4.02 
352,0.21,2.10 
353,0.14,3.48 
354,0.16,3.77 
355,0.15,3.28 
356,0.17,3.18 
357,0.15,4.12 
358,0.20,3.08 
359,0.13,3.68 
360,0.15,3.56 
361,0.18,3.08 
362,0.21,3.79 
363,0.18,2.81 
364,0.20,3.33 
365,0.15,4.01 
366,0.17,2.87 
367,0.13,3.39 
368,0.13,4.20 
369,0.14,3.83 
370,0.18,3.86 
371,0.13,4.20 
372,0.11,4.08 
373,0.16,3.34 
374,0.14,2.91 
375,0.20,2.57 
376,0.18,3.50 
377,0.20,3.58 
378,0.22,4.27 
379,0.18,3.34 
380,0.16,3.44 
381,0.18,2.60 
382,0.14,3.68 
383,0.21,2.99 
384,0.18,3.57 
385,0.22,2.16 
386,0.11,4.72 
387,0.36,1.78 
388,0.20,3.93 
389,0.40,1.46 
390,0.18,2.57 
391,0.21,3.45 
392,0.21,3.27 
393,0.16,2.63 
394,0.18,3.34 
395,0.23,3.33 
396,0.17,2.97 
397,0.19,2.94 
398,0.20,2.73 
399,0.22,2.59 
400,0.14,3.42 
401,0.22,1.97 
402,0.17,4.44 
403,0.15,4.64 
404,0.40,1.95 
405,0.18,3.06 
406,0.16,3.58 
407,0.10,4.12 
408,0.14,3.64 
409,0.18,4.65 
410,0.20,2.88 
411,0.12,3.06 
412,0.12,3.63 
413,0.14,3.90 
414,0.16,4.47 
415,0.26,2.17 
416,0.17,2.83 
417,0.15,3.24 
418,0.18,3.73 
419,0.15,3.23 
420,0.16,4.42 
421,0.17,4.16 
422,0.20,3.84 
423,0.10,5.12 
424,0.11,4.12 
425,0.12,3.36 
426,0.16,5.03 
427,0.22,3.36 
428,0.13,3.73 
429,0.17,3.62 
430,0.11,3.12 
431,0.13,3.97 
432,0.19,3.53 
433,0.16,5.37 
434,0.26,2.56 
435,0.15,4.11 
436,0.37,1.49 
437,0.19,2.96 
438,0.18,3.71 
439,0.12,4.28 
440,0.20,4.04 
441,0.14,3.80 
442,0.20,3.55 
443,0.34,1.82 
444,0.17,4.76 
445,0.35,1.39 
446,0.20,2.95 
447,0.23,3.24 
448,0.20,3.74 
449,0.24,3.01 
450,0.15,3.93 
451,0.20,3.14 
452,0.19,3.20 
453,0.21,3.19 
454,0.12,4.14 
455,0.27,2.30 
456,0.15,2.91 
457,0.19,2.34 
458,0.18,1.83 
459,0.14,3.49 
460,0.20,3.07 
461,0.16,2.99 
462,0.26,2.43 
463,0.15,4.05 
464,0.18,2.79 
465,0.11,4.98 
466,0.18,3.66 
467,0.12,3.19 
468,0.19,1.82 
469,0.18,3.70 
470,0.29,3.31 
471,0.11,3.99 
472,0.17,3.30 
473,0.13,2.69 
474,0.19,2.90 
475,0.20,2.32 
476,0.16,3.48 
477,0.19,2.42 
478,0.19,3.74 
479,0.19,2.65 
480,0.16,3.13 
481,0.20,3.45 
482,0.25,3.03 
483,0.20,3.38 
484,0.17,3.63 
485,0.16,3.36 
486,0.13,3.96 
487,0.13,4.47 
488,0.61,1.10 
489,0.26,3.30 
490,0.28,1.71 
491,0.19,3.79 
492,0.18,3.19 
493,0.14,2.87 
494,0.24,3.34 
495,0.24,2.44 
496,0.14,4.42 
497,0.16,2.83 
498,0.17,2.82 
499,0.18,1.69 
500,0.14,2.93 
501,0.17,2.08 
502,0.19,2.57 
503,0.19,2.20 
504,0.21,3.12 
505,0.19,3.06 
506,0.14,3.86 
507,0.18,3.36 
508,0.18,3.23 
509,0.20,3.05 
510,0.18,3.01 
511,0.19,2.41 
512,0.13,3.60 
513,0.34,1.81 
514,0.16,2.87 
515,0.21,3.16 
516,0.20,5.10 
517,0.41,1.52 
518,0.16,2.77 
519,0.13,2.69 
520,0.17,3.67 
521,0.14,3.72 
522,0.19,3.32 
523,0.30,1.69 
524,0.14,4.96 
525,0.40,1.67 
526,0.18,3.81 
527,0.13,4.82 
528,0.41,1.22 
529,0.23,2.94 
530,0.23,1.86 
531,0.20,2.16 
532,0.19,2.86 
533,0.17,3.22 
534,0.22,3.54 
535,0.12,3.91 
536,0.24,3.61 
537,0.19,2.94 
538,0.18,3.34 
539,0.13,3.21 
540,0.21,2.93 
541,0.29,1.90 
542,0.20,4.27 
543,0.47,1.78 
544,0.16,2.91 
545,0.16,4.49 
546,0.33,2.45 
547,0.18,3.70 
548,0.19,2.73 
549,0.39,1.86 
550,0.30,3.14 
551,0.24,3.46 
552,0.22,3.33 
553,0.13,3.48 
554,0.17,3.91 
555,0.17,3.68 
556,0.13,4.67 
557,0.16,3.60 
558,0.13,4.36 
559,0.47,1.11 
560,0.24,3.50 
561,0.16,3.81 
562,0.22,3.87 
563,0.16,3.93 
564,0.12,3.77 
565,0.19,4.32 
566,0.12,4.45 
567,0.21,4.67 
568,0.21,2.98 
569,0.24,3.05 
570,0.32,2.38 
571,0.14,3.08 
572,0.21,3.27 
573,0.15,4.33 
574,0.20,3.88 
575,0.27,2.36 
576,0.16,3.13 
577,0.35,1.74 
578,0.19,2.13 
579,0.24,4.04 
580,0.15,3.71 
581,0.34,1.99 
582,0.18,2.52 
583,0.19,2.87 
584,0.17,3.46 
585,0.24,2.85 
586,0.21,2.13 
587,0.23,1.91 
588,0.18,3.76 
589,0.15,3.72 
590,0.34,1.87 
591,0.23,3.54 
592,0.17,2.45 
593,0.24,2.62 
594,0.25,2.64 
595,0.22,2.05 
596,0.21,4.21 
597,0.26,2.06 
598,0.20,3.80 
599,0.23,2.60 
600,0.19,3.41 
601,0.24,2.71 
602,0.19,3.14 
603,0.18,3.50 
604,0.15,3.41 
605,0.33,2.10 
606,0.22,4.15 
607,0.44,1.09 
608,0.28,3.57 
609,0.21,3.82 
610,0.23,2.68 
611,0.16,4.78 
612,0.18,3.09 
613,0.14,4.04 
614,0.32,2.84 
615,0.14,3.68 
616,0.17,2.39 
617,0.15,2.34 
618,0.23,2.06 
619,0.28,2.90 
620,0.19,3.88 
621,0.20,3.15 
622,0.20,3.18 
623,0.18,2.20 
624,0.18,3.43 
625,0.22,2.93 
626,0.18,3.59 
627,0.19,3.43 
628,0.11,4.89 
629,0.37,2.08 
630,0.15,2.89 
631,0.16,2.45 
632,0.26,1.93 
633,0.17,4.09 
634,0.14,3.09 
635,0.23,2.04 
636,0.22,1.93 
637,0.20,2.17 
638,0.27,1.63 
639,0.19,3.07 
640,0.17,3.11 
641,0.17,3.38 
642,0.18,3.86 
643,0.13,4.28 
644,0.24,3.36 
645,0.16,4.04 
646,0.20,3.69 
647,0.22,2.81 
648,0.22,3.08 
649,0.25,2.46 
650,0.29,2.47 
651,0.25,2.50 
652,0.17,4.37 
653,0.22,3.88 
654,0.17,4.80 
655,0.23,2.08 
656,0.12,4.30 
657,0.14,4.10 
658,0.13,2.58 
659,0.19,2.95 
660,0.17,3.99 
661,0.15,3.75 
662,0.26,2.51 
663,0.21,4.65 
664,0.16,3.08 
665,0.25,2.22 
666,0.11,4.05 
667,0.17,4.33 
668,0.23,2.47 
669,0.13,2.73 
670,0.16,3.16 
671,0.17,2.97 
672,0.19,3.45 
673,0.33,1.81 
674,0.19,3.59 
675,0.15,3.00 
676,0.19,2.19 
677,0.17,3.68 
678,0.20,3.35 
679,0.16,3.98 
680,0.16,3.32 
681,0.22,2.95 
682,0.20,2.71 
683,0.20,2.62 
684,0.26,4.16 
685,0.15,4.10 
686,0.17,4.39 
687,0.23,1.70 
688,0.15,2.59 
689,0.17,2.98 
690,0.29,2.71 
691,0.16,3.62 
692,0.26,3.18 
693,0.23,2.95 
694,0.15,3.21 
695,0.18,4.10 
696,0.17,3.99 
697,0.15,5.29 
698,0.23,2.72 
699,0.20,4.05 
700,0.32,2.19 
701,0.14,3.64 
702,0.22,2.82 
703,0.15,3.11 
704,0.14,3.12 
705,0.24,2.78 
706,0.10,4.90 
707,0.20,2.39 
708,0.13,3.52 
709,0.19,3.45 
710,0.16,3.31 
711,0.12,3.29 
712,0.16,3.04 
713,0.14,3.90 
714,0.17,3.10 
715,0.14,3.11 
716,0.24,4.94 
717,0.20,4.54 
718,0.17,3.91 
719,0.10,3.45 
720,0.18,2.78 
721,0.22,1.86 
722,0.17,4.64 
723,0.12,4.09 
724,0.30,1.77 
725,0.17,2.99 
726,0.21,4.02 
727,0.17,4.53 
728,0.17,4.48 
729,0.15,2.26 
730,0.14,4.02 
731,0.16,4.41 
732,0.25,3.95 
733,0.25,3.14 
734,0.16,3.05 
735,0.19,3.79 
736,0.19,3.11 
737,0.23,2.82 
738,0.15,3.28 
739,0.18,2.83 
740,0.36,2.26 
741,0.20,3.44 
742,0.15,2.89 
743,0.13,3.49 
744,0.13,3.01 
745,0.12,4.44 
746,0.17,2.84 
747,0.15,5.25 
748,0.17,4.26 
749,0.13,4.19 
750,0.18,3.04 
751,0.16,3.98 
752,0.18,4.51 
753,0.27,2.57 
754,0.21,3.79 
755,0.20,2.55 
756,0.19,3.50 
757,0.20,3.03 
758,0.18,4.58 
759,0.16,4.09 
760,0.16,2.72 
761,0.15,3.38 
762,0.17,2.37 
763,0.15,3.44 
764,0.16,3.57 
765,0.19,3.49 
766,0.17,3.93 
767,0.19,3.60 
768,0.21,3.64 
769,0.15,3.06 
770,0.23,3.56 
771,0.13,3.22 
772,0.14,5.74 
773,0.11,4.72 
774,0.13,3.59 
775,0.13,4.11 
776,0.10,5.16 
777,0.11,4.11 
778,0.22,3.54 
779,0.10,4.59 
780,0.14,3.04 
781,0.09,4.22 
782,0.22,3.29 
783,0.19,4.27 
784,0.12,3.50 
785,0.16,4.88 
786,0.15,3.22 
787,0.22,2.36 
788,0.15,3.91 
789,0.16,3.62 
790,0.15,4.91 
791,0.19,2.93 
792,0.08,5.18 
793,0.14,3.33 
794,0.14,3.85 
795,0.15,3.91 
796,0.22,4.07 
797,0.24,3.11 
798,0.11,4.09 
799,0.17,3.60 
800,0.15,4.66 
801,0.17,4.31 
802,0.32,1.99 
803,0.11,3.92 
804,0.18,4.26 
805,0.18,5.04 
806,0.23,3.62 
807,0.34,2.04 
808,0.15,3.23 
809,0.15,2.94 
810,0.12,3.22 
811,0.30,2.03 
812,0.30,3.45 
813,0.17,3.43 
814,0.22,2.14 
815,0.16,3.49 
816,0.11,3.94 
817,0.17,3.05 
818,0.08,3.92 
819,0.14,3.63 
820,0.10,4.36 
821,0.31,1.97 
822,0.19,3.53 
823,0.14,4.26 
824,0.17,2.98 
825,0.16,3.71 
826,0.19,2.61 
827,0.12,4.30 
828,0.17,3.69 
829,0.19,3.99 
830,0.24,2.83 
831,0.15,3.09 
832,0.21,3.26 
833,0.18,3.47 
834,0.21,3.84 
835,0.20,3.59 
836,0.19,5.31 
837,0.43,1.81 
838,0.14,3.59 
839,0.16,3.60 
840,0.11,3.97 
841,0.14,3.84 
842,0.18,3.11 
843,0.17,3.68 
844,0.13,3.57 
845,0.24,3.86 
846,0.13,3.91 
847,0.22,3.13 
848,0.15,4.11 
849,0.17,2.61 
850,0.21,3.13 
851,0.16,3.26 
852,0.15,3.30 
853,0.34,2.06 
854,0.21,3.16 
855,0.16,2.78 
856,0.19,3.10 
857,0.13,3.77 
858,0.32,1.80 
859,0.21,3.21 
860,0.15,3.32 
861,0.16,2.70 
862,0.12,3.21 
863,0.16,2.73 
864,0.11,3.74 
865,0.10,2.97 
866,0.11,5.09 
867,0.16,3.91 
868,0.13,4.31 
869,0.17,3.30 
870,0.22,2.82 
871,0.13,3.92 
872,0.15,2.61 
873,0.15,4.89 
874,0.13,5.35 
875,0.21,4.06 
876,0.20,2.89 
877,0.19,2.51 
878,0.14,2.49 
879,0.18,3.47 
880,0.15,3.88 
881,0.17,3.99 
882,0.12,5.00 
883,0.35,1.43 
884,0.22,3.52 
885,0.20,2.55 
886,0.19,2.80 
887,0.15,3.56 
888,0.24,1.57 
889,0.19,3.31 
890,0.20,2.38 
891,0.38,3.07 
892,0.12,5.18 
893,0.32,1.90 
894,0.27,3.71 
895,0.18,3.31 
896,0.26,2.20 
897,0.16,2.77 
898,0.16,4.01 
899,0.16,2.86 
900,0.23,2.87 
901,0.20,3.71 
902,0.34,2.08 
903,0.20,3.52 
904,0.13,3.15 
905,0.29,2.16 
906,0.21,2.90 
907,0.15,3.05 
908,0.17,4.85 
909,0.18,4.05 
910,0.12,6.31 
911,0.25,2.90 
912,0.17,3.98 
913,0.20,3.41 
914,0.19,3.19 
915,0.14,4.15 
916,0.24,3.12 
917,0.20,2.30 
918,0.19,2.53 
919,0.17,3.47 
920,0.14,5.79 
921,0.33,1.84 
922,0.13,3.34 
923,0.12,3.57 
924,0.15,2.82 
925,0.10,4.28 
926,0.14,5.15 
927,0.34,1.15 
928,0.17,4.35 
929,0.21,3.99 
930,0.20,4.72 
931,0.17,4.44 
932,0.26,1.67 
933,0.18,3.44 
934,0.14,3.60 
935,0.10,4.49 
936,0.20,1.83 
937,0.20,4.09 
938,0.11,3.43 
939,0.12,3.70 
940,0.17,3.45 
941,0.13,4.01 
942,0.15,4.13 
943,0.19,3.36 
944,0.15,2.67 
945,0.24,4.06 
946,0.09,3.38 
947,0.13,3.76 
948,0.16,3.60 
949,0.20,3.52 
950,0.19,2.27 
951,0.12,4.65 
952,0.10,4.52 
953,0.21,3.19 
954,0.16,4.20 
955,0.16,4.23 
956,0.21,2.74 
957,0.16,5.09 
958,0.25,2.05 
959,0.18,3.07 
960,0.14,3.61 
961,0.13,3.94 
962,0.11,4.99 
963,0.15,3.72 
964,0.17,5.07 
965,0.13,3.84 
966,0.24,1.84 
967,0.28,3.80 
968,0.36,1.45 
969,0.17,2.21 
970,0.14,3.73 
971,0.16,3.76 
972,0.25,2.90 
973,0.20,3.77 
974,0.19,3.04 
975,0.24,2.33 
976,0.12,3.83 
977,0.22,1.86 
978,0.13,2.52 
979,0.12,3.29 
980,0.33,2.02 
981,0.14,2.96 
982,0.15,3.73 
983,0.30,2.86 
984,0.15,3.00 
985,0.12,4.02 
986,0.28,2.15 
987,0.16,3.20 
988,0.22,3.30 
989,0.12,3.83 
990,0.15,3.81 
991,0.23,2.86 
992,0.15,5.05 
993,0.31,1.85 
994,0.17,3.77 
995,0.13,3.62 
996,0.24,3.25 
997,0.14,3.53 
998,0.19,4.82 
999,0.18,4.40 
1000,0.15,3.56 
1001,0.18,2.59 
1002,0.19,2.69 
1003,0.28,1.51 
1004,0.32,3.02 
1005,0.13,3.84 
1006,0.18,3.52 
1007,0.18,2.97 
1008,0.12,3.46 
1009,0.22,3.53 
1010,0.17,3.73 
1011,0.12,4.46 
1012,0.24,2.68 
1013,0.16,4.47 
1014,0.16,4.25 
1015,0.15,3.60 
1016,0.18,5.32 
1017,0.28,2.54 
1018,0.24,3.72 
1019,0.12,4.56 
1020,0.20,3.32 
1021,0.19,2.03 
1022,0.18,3.12 
1023,0.12,4.01 
1024,0.20,3.04 
1025,0.17,3.17 
1026,0.23,2.51 
1027,0.19,3.89 
1028,0.19,3.33 
1029,0.20,3.91 
1030,0.23,1.99 
1031,0.11,4.43 
1032,0.23,2.41 
1033,0.14,3.71 
1034,0.15,4.27 
1035,0.15,3.37 
1036,0.20,2.10 
1037,0.20,3.32 
1038,0.18,3.59 
1039,0.11,4.56 
1040,0.16,4.02 
1041,0.15,3.50 
1042,0.16,4.40 
1043,0.16,4.10 
1044,0.13,3.16 
1045,0.26,2.19 
1046,0.22,2.72 
1047,0.29,2.18 
1048,0.22,2.36 
1049,0.19,3.74 
1050,0.17,2.88 
1051,0.18,4.61 
1052,0.16,3.16 
1053,0.23,2.97 
1054,0.17,3.69 
1055,0.18,3.80 
1056,0.25,2.34 
1057,0.25,3.17 
1058,0.22,4.10 
1059,0.23,3.48 
1060,0.09,5.17 
1061,0.15,3.24 
1062,0.13,4.48 
1063,0.15,3.70 
1064,0.30,1.78 
1065,0.18,2.74 
1066,0.37,2.23 
1067,0.19,5.75 
1068,0.30,2.60 
1069,0.17,2.82 
1070,0.21,2.07 
1071,0.14,4.36 
1072,0.15,4.21 
1073,0.22,2.53 
1074,0.14,4.26 
1075,0.16,3.38 
1076,0.14,4.50 
1077,0.17,4.31 
1078,0.16,4.48 
1079,0.27,2.99 
1080,0.19,3.80 
1081,0.14,3.30 
1082,0.29,2.16 
1083,0.17,4.05 
1084,0.21,3.18 
1085,0.16,3.11 
1086,0.30,1.62 
1087,0.22,4.85 
1088,0.22,2.04 
1089,0.19,2.54 
1090,0.17,3.38 
1091,0.16,3.36 
1092,0.17,3.92 
1093,0.20,3.36 
1094,0.11,3.50 
1095,0.22,2.62 
1096,0.30,3.24 
1097,0.18,4.38 
1098,0.16,3.43 
1099,0.17,4.72 
1100,0.23,2.45 
1101,0.27,2.83 
1102,0.29,2.28 
1103,0.14,4.25 
1104,0.39,2.07 
1105,0.24,3.33 
1106,0.16,3.11 
1107,0.19,3.74 
1108,0.18,2.90 
1109,0.17,5.03 
1110,0.29,3.02 
1111,0.22,2.65 
1112,0.40,1.67 
1113,0.19,3.53 
1114,0.14,2.99 
1115,0.20,3.09 
1116,0.24,1.94 
1117,0.19,4.40 
1118,0.18,5.28 
1119,0.21,2.81 
1120,0.16,3.86 
1121,0.17,3.39 
1122,0.16,2.13 
1123,0.19,2.75 
1124,0.18,3.09 
1125,0.12,4.21 
1126,0.18,2.95 
1127,0.13,4.82 
1128,0.16,3.33 
1129,0.21,4.96 
1130,0.17,3.80 
1131,0.22,4.43 
1132,0.21,5.00 
1133,0.17,3.08 
1134,0.31,1.55 
1135,0.18,3.58 
1136,0.30,1.53 
1137,0.19,1.87 
1138,0.23,2.84 
1139,0.20,3.55 
1140,0.15,3.46 
1141,0.18,3.70 
1142,0.20,2.44 
1143,0.28,3.82 
1144,0.39,1.24 
1145,0.22,3.26 
1146,0.25,2.72 
1147,0.17,3.44 
1148,0.17,3.51 
1149,0.15,3.20 
1150,0.18,3.19 
1151,0.20,4.37 
1152,0.16,4.13 
1153,0.16,3.69 
1154,0.11,4.23 
1155,0.19,4.21 
1156,0.25,4.46 
1157,0.22,3.01 
1158,0.15,3.88 
1159,0.24,2.70 
1160,0.25,3.05 
1161,0.26,1.81 
1162,0.23,2.68 
1163,0.22,4.09 
1164,0.15,3.27 
1165,0.22,3.19 
1166,0.20,3.64 
1167,0.26,1.77 
1168,0.22,3.63 
1169,0.13,3.12 
1170,0.15,5.04 
1171,0.17,3.56 
1172,0.14,3.07 
1173,0.21,4.16 
1174,0.20,4.27 
1175,0.16,3.73 
1176,0.16,3.59 
1177,0.21,3.47 
1178,0.25,2.32 
1179,0.18,3.61 
1180,0.25,4.57 
1181,0.20,4.14 
1182,0.15,3.79 
1183,0.18,3.65 
1184,0.22,2.49 
1185,0.16,3.68 
1186,0.21,3.19 
1187,0.25,3.34 
1188,0.16,2.50 
1189,0.19,2.79 
1190,0.10,4.68 
1191,0.29,1.73 
1192,0.10,4.67 
1193,0.22,2.36 
1194,0.14,4.83 
1195,0.27,1.96 
1196,0.18,2.73 
1197,0.24,1.87 
1198,0.21,3.57 
1199,0.40,1.32 
1200,0.15,4.46 
1201,0.17,3.36 
1202,0.24,3.66 
1203,0.24,2.83 
1204,0.21,2.75 
1205,0.15,4.75 
1206,0.24,2.45 
1207,0.25,2.72 
1208,0.26,2.60 
1209,0.23,3.42 
1210,0.24,3.20 
1211,0.18,2.91 
1212,0.26,3.26 
1213,0.32,2.45 
1214,0.18,2.88 
1215,0.18,3.97 
1216,0.26,2.71 
1217,0.20,2.23 
1218,0.22,2.86 
1219,0.26,3.38 
1220,0.27,3.56 
1221,0.29,1.99 
1222,0.20,3.25 
1223,0.27,2.29 
1224,0.26,2.55 
1225,0.20,4.42 
1226,0.19,4.62 
1227,0.34,2.64 
1228,0.24,2.39 
1229,0.22,3.14 
1230,0.26,2.82 
1231,0.21,3.79 
1232,0.31,1.42 
1233,0.19,3.05 
1234,0.17,2.83 
1235,0.15,2.95 
1236,0.28,2.34 
1237,0.19,3.90 
1238,0.27,2.09 
1239,0.32,2.65 
1240,0.23,3.72 
1241,0.28,1.90 
1242,0.24,2.55 
1243,0.20,3.58 
1244,0.31,4.06 
1245,0.22,2.89 
1246,0.19,4.20 
1247,0.23,4.54 
1248,0.23,2.63 
1249,0.25,2.52 
